patient_id,last_name,first_name,patronymic,birth_date,gender,insurance_policy,snils,address,phone
1550,Ильин,Родион,Анатольевич,1980-02-18,М,53096277186986,830-177-626 09,"клх Сочи, наб. Степана Разина, д. 67 стр. 7/9, 606928",+7 417 958 8303
1551,Третьяков,Матвей,Антипович,1939-02-27,М,37660028550384,710-689-731 73,"ст. Дудинка, бул. Крестьянский, д. 510, 975130",+7 207 308 16 34
1552,Козлова,Викентий,Архипович,1938-04-22,М,50272577261958,436-127-358 58,"п. Макушино, ш. Амурское, д. 18 стр. 8, 236239",+7 613 502 48 55
1553,Сафонова,Регина,Вячеславович,1981-04-06,М,68708806357298,982-054-137 28,"п. Санкт-Петербург, пр. Дальневосточный, д. 71, 800684",+7 160 201 22 12
1554,Рогов,Тимур,Станиславовна,1977-05-10,Ж,72387484893698,022-509-135 78,"с. Курганинск, ш. Веселое, д. 2, 709952",+7 046 059 89 92
1555,Корнилов,Виссарион,Брониславович,1938-10-08,М,44761494340501,368-194-575 45,"к. Обнинск, пер. Павлика Морозова, д. 69 стр. 1, 524110",8 (715) 409-9229
1556,Белозерова,Елизавета,Константиновна,1962-01-02,Ж,46629725483545,995-726-348 55,"п. Красная Поляна, ш. Совхозное, д. 3/7 стр. 9/3, 619828",8 904 062 0943
1557,Орехова,Кондрат,Валентинович,1936-11-17,Ж,23013011326339,886-849-666 86,"к. Тобольск, ш. Декабристов, д. 29, 219043",8 056 904 36 44
1558,Копылов,Мария,Рубеновна,1987-04-08,Ж,94421106709905,303-261-518 71,"г. Мезень, пр. Лесхозный, д. 4/9 к. 92, 014497",80573580541
1559,Самойлов,Илья,Бориславович,2005-01-14,М,92750069215390,050-674-817 98,"клх Яхрома, ул. Слободская, д. 67, 301217",+7 994 495 7181
1560,Тихонов,Ираклий,Валентинович,1943-10-13,М,29061691853610,670-769-670 25,"с. Воронеж, пр. Харьковский, д. 96 к. 8, 052894",+7 686 318 55 25
1561,Никонов,Ратмир,Матвеевич,2001-05-25,М,87905411669115,340-524-269 96,"с. Томари, пер. Комсомольский, д. 378 к. 560, 379640",+79703834103
1562,Кудрявцев,Варлаам,Артёмович,1985-10-01,Ж,57701830784908,245-609-432 01,"п. Губкин, пер. Ленский, д. 5, 357133",8 (447) 278-1219
1563,Гуляев,Анна,Натановна,1978-02-08,Ж,73515496066076,647-124-346 83,"к. Чусовой, наб. Загородная, д. 8 к. 905, 269736",+7 630 179 8210
1564,Максимова,Мартын,Григорьевна,1959-08-11,Ж,78332859683451,161-065-151 38,"п. Пушкин, пер. Курортный, д. 6/9, 499605",+7 (048) 825-26-79
1565,Степанов,Нинель,Георгиевич,2004-04-08,Ж,85158694094871,882-991-780 76,"к. Красноселькуп, бул. Октябрьский, д. 2/9 к. 1/1, 365122",+7 163 576 9136
1566,Орехов,Анжела,Филатович,1960-04-11,Ж,59856842122898,535-414-301 94,"ст. Славгород, пр. Тупиковый, д. 25, 310430",8 (045) 310-0259
1567,Тарасов,Лавр,Филатович,1986-01-30,М,47691713595184,691-728-471 27,"с. Златоуст, ул. Станиславского, д. 43 к. 70, 597613",8 522 022 7961
1568,Александрова,Селиван,Филиппович,1939-03-15,М,01280855172948,898-331-198 96,"к. Асбест, алл. Шевченко, д. 5/1 к. 1/6, 432900",8 (895) 091-5727
1569,Рожкова,Любосмысл,Ааронович,1994-01-26,Ж,36229822505386,531-235-848 42,"г. Троицко-Печорск, наб. Томская, д. 3/1 к. 3, 579727",+7 (139) 211-8082
1570,Казакова,Харлампий,Гурьевич,1940-05-10,М,74385729032165,155-673-376 10,"ст. Санкт-Петербург, бул. Водников, д. 6/8 к. 52, 057050",+7 (119) 250-58-36
1571,Третьякова,Спиридон,Власович,1980-04-03,Ж,17024552674693,443-222-837 21,"п. Тавда, алл. Кедровая, д. 944, 000453",+74462279281
1572,Кузнецова,Герасим,Харлампьевич,1959-06-05,Ж,43347720484437,628-255-994 84,"к. Чебоксары, наб. Жукова, д. 7/5 к. 130, 106235",81693182446
1573,Фомина,Константин,Васильевна,1979-04-20,Ж,66566020762451,309-612-734 85,"д. Макушино, ш. Рязанское, д. 3, 549537",+7 575 494 1587
1574,Горбачев,Касьян,Владиславовна,1952-01-29,М,50222951858976,811-655-089 14,"с. Шенкурск, ул. Попова, д. 5/9 стр. 904, 908026",8 (822) 490-93-42
1575,Савина,Сигизмунд,Евстигнеевич,1996-08-24,М,84752281551562,499-372-995 20,"г. Владивосток, ул. Рязанская, д. 46 к. 6/8, 984685",8 (576) 050-5759
1576,Хохлова,Фирс,Харитонович,1984-07-01,М,39291881940548,465-291-893 58,"д. Камень-на-Оби, пр. Добролюбова, д. 60, 260244",+7 (117) 384-96-27
1577,Назаров,Ипат,Натановна,1991-05-28,Ж,84850701342235,504-405-710 62,"п. Агинское (Забайк.), бул. Пушкинский, д. 341, 886049",8 022 509 20 11
1578,Сидорова,Тит,Юлианович,1979-09-14,М,52617282702612,592-797-604 02,"д. Каспийск, ш. Огородное, д. 508, 254003",8 188 934 5764
1579,Алексеева,Ладимир,Феофанович,2004-04-06,М,97926911616466,632-663-188 29,"с. Урус-Мартан, ш. Кавказское, д. 6 стр. 9, 166263",8 754 845 2405
1580,Лукин,Вениамин,Фадеевич,2008-04-29,М,33142147238032,705-544-027 41,"п. Ельня, ш. Толстого, д. 80, 426613",8 763 485 28 52
1581,Журавлева,Лука,Якубович,1936-06-02,Ж,31201327968559,652-117-780 02,"к. Уэлен, пер. Колхозный, д. 70, 167021",+79290783401
1582,Волков,Роман,Фокич,1953-07-24,М,50210985930608,438-291-353 94,"д. Стерлитамак, пр. Городской, д. 49, 175613",8 311 596 95 54
1583,Щукина,Чеслав,Леонидовна,1945-09-16,М,78088557634162,531-640-237 39,"клх Курганинск, бул. Леонова, д. 2 к. 99, 037790",8 425 317 0277
1584,Щукина,Святослав,Всеволодович,1948-10-27,Ж,78872878265003,123-548-366 25,"с. Гаврилов-Ям, алл. Братская, д. 69 стр. 30, 559522",+7 (931) 591-0518
1585,Трофимова,Марк,Анатольевич,2001-04-30,М,97228108918870,898-500-038 89,"клх Кижи, ул. Инженерная, д. 1/7, 337496",+7 269 072 80 79
1586,Чернов,Ираида,Ермилович,1975-03-17,Ж,69690910231937,980-446-007 91,"п. Набережные Челны, бул. Большой, д. 427 стр. 849, 550144",+7 (011) 167-0512
1587,Афанасьева,Афанасий,Антонович,1999-12-24,Ж,53535423653755,849-128-264 24,"ст. Томари, ш. Маркса, д. 589 к. 6/9, 473989",+7 (016) 127-9242
1588,Симонов,Владислав,Якубович,1946-04-12,М,15071689232171,146-753-015 70,"с. Ахтубинск, наб. Владимирская, д. 727, 991824",+70428324200
1589,Жукова,Максимильян,Евстигнеевич,1946-07-19,Ж,08429796764263,331-325-621 27,"клх Минусинск, бул. Буденного, д. 2, 297729",+7 616 934 96 17
1590,Гуляева,Леонид,Тихонович,1969-10-07,М,87820795207570,464-837-153 03,"п. Вязьма, наб. З.Космодемьянской, д. 567 к. 31, 827259",8 734 753 17 84
1591,Аксенова,Болеслав,Юрьевна,1993-04-21,Ж,47560915754157,961-428-234 28,"д. Самара, пер. Челюскинцев, д. 42 стр. 4, 221328",8 879 732 59 89
1592,Носов,Антонин,Геннадиевна,1968-07-06,М,94758598934432,801-940-945 17,"клх Вуктыл, ул. Белинского, д. 9 к. 6, 536236",+7 768 263 7406
1593,Новикова,Майя,Зиновьевич,1994-12-03,Ж,46521572489566,546-439-899 79,"клх Сарапул, ш. Советское, д. 7, 605226",+7 247 130 52 06
1594,Беляков,Лора,Адрианович,1944-02-15,М,91706693548910,211-409-155 81,"п. Троицк (Моск.), алл. Макарова, д. 949, 563277",+7 361 932 8875
1595,Устинова,Всеслав,Жоресович,1999-03-07,М,68752643797975,254-217-191 68,"д. Усть-Кут, ш. Циолковского, д. 54, 905375",+79904951141
1596,Авдеева,Автоном,Артурович,1936-05-16,М,89872690594713,739-266-695 98,"ст. Солнечногорск, ул. Орловская, д. 8 стр. 31, 497075",+7 497 674 00 28
1597,Корнилов,Святослав,Димитриевич,1948-06-08,М,60731985047882,556-612-824 08,"клх Дагомыс, бул. Малиновый, д. 864 к. 888, 449160",8 (302) 758-79-43
1598,Шарова,Гаврила,Павловна,1936-11-17,Ж,50009436596075,454-223-360 69,"ст. Макаров, алл. Войкова, д. 22 к. 3, 961708",8 (548) 188-2649
1599,Ефремова,Вера,Олеговна,1937-05-28,М,94125472463303,458-409-430 89,"клх Салехард, пр. Чапаева, д. 1/6 к. 8, 996130",8 957 071 30 80
1600,Шарова,Герман,Игоревна,2004-08-24,М,78527244069535,171-711-882 21,"с. Долинск, пр. Ленинский, д. 92, 001959",+70874950334
1601,Шарапов,Прокл,Аксёнович,1985-06-30,М,77364140226956,209-484-618 02,"д. Таштагол, ш. Гагарина, д. 87 стр. 21, 185175",+7 (097) 204-8681
1602,Ковалева,Геннадий,Антипович,1973-09-16,М,12925069832144,568-631-468 70,"ст. Владимир, ул. Маркса Карла, д. 6/6 к. 39, 811246",+78807889907
1603,Киселев,Ростислав,Эдгарович,1967-05-26,Ж,09839222821021,523-484-171 93,"к. Северобайкальск, пр. Докучаева, д. 185, 419773",+7 (036) 071-49-87
1604,Воробьев,Елизар,Филимонович,2007-06-29,М,44576763141319,299-322-394 78,"г. Нижний Тагил, ш. Панфилова, д. 2/6, 636856",8 (801) 099-9734
1605,Тарасова,Евдокия,Гаврилович,1941-11-25,Ж,45057326630562,597-223-709 14,"клх Уварово, наб. Луначарского, д. 71 стр. 749, 913307",8 (262) 928-75-04
1606,Терентьев,Игорь,Тимуровна,1955-05-22,М,82485802576998,589-397-251 08,"к. Верхнее Пенжино, алл. Энергетиков, д. 2 к. 6, 945345",+7 (385) 214-61-11
1607,Андреев,Марина,Исидорович,1982-08-29,Ж,97942234132426,289-893-651 95,"клх Кяхта, бул. Макаренко, д. 735 к. 2/8, 996417",8 570 779 49 12
1608,Иванов,Антип,Геннадиевич,1953-02-16,Ж,58663702169870,912-667-173 82,"с. Шелехов, ул. Горняцкая, д. 227 к. 2, 326901",8 (736) 376-2742
1609,Белов,Тимур,Павловна,1989-11-18,Ж,00219124164479,688-248-932 31,"ст. Улан-Удэ, наб. Дарвина, д. 5/2 стр. 3, 314754",8 (806) 174-7383
1610,Чернова,Николай,Станиславовна,1993-03-22,Ж,94718344998564,725-536-555 60,"п. Каневская, пер. Придорожный, д. 2 стр. 2/4, 683129",+7 (850) 341-35-90
1611,Лебедева,Олимпиада,Андреевич,1988-08-31,М,71515258621700,878-132-991 11,"клх Сковородино, пер. Свободы, д. 358 стр. 4/5, 998659",8 (989) 208-5824
1612,Некрасова,Лукьян,Федоровна,1980-09-06,Ж,03163073359985,751-225-376 98,"клх Усть-Джегута, бул. Троицкий, д. 304, 710156",+7 (391) 807-5764
1613,Игнатьев,Якуб,Гертрудович,1958-12-18,Ж,29330742328931,049-880-694 40,"с. Джубга, бул. Ульяновский, д. 7/2, 928224",86382569716
1614,Цветкова,Эрнст,Артурович,1997-03-01,Ж,55413308151130,010-589-911 44,"ст. Джейрах, пер. Городской, д. 256 к. 55, 639073",8 (756) 561-9112
1615,Фролова,Куприян,Ждановна,1936-02-14,М,40127241975028,873-381-745 49,"п. Снежногорск (Мурм.), пр. Монтажников, д. 8/9 к. 22, 733726",8 683 720 0451
1616,Евдокимова,Никодим,Степановна,1985-09-08,М,59151782733502,142-172-199 89,"клх Саров (Морд.), алл. Таманская, д. 38, 442907",+7 223 025 30 07
1617,Турова,Герасим,Давидович,1955-06-30,М,48444405137488,705-548-005 72,"ст. Цимлянск, ш. Прудное, д. 4 стр. 999, 332153",+7 (823) 320-18-61
1618,Фомичева,Раиса,Харитоновна,1986-07-01,Ж,26456098078721,138-470-402 27,"г. Белорецк, бул. Курганный, д. 69 стр. 4, 315737",+7 388 577 2603
1619,Котов,Евгений,Эдуардовна,1986-09-17,Ж,06359999067023,175-081-053 52,"п. Губкин, пр. 70 лет Октября, д. 22 стр. 798, 471334",+7 812 916 86 06
1620,Денисов,Любосмысл,Гордеевич,1992-03-17,Ж,13818487867771,109-093-320 76,"ст. Старая Русса, ул. 50 лет Победы, д. 7, 859169",+7 582 091 00 36
1621,Князев,Руслан,Тимуровна,1980-01-01,Ж,80827337799793,158-936-574 85,"д. Соликамск, алл. Брянская, д. 8 стр. 5, 387234",+7 429 399 11 96
1622,Трофимова,Эмилия,Юлианович,1992-05-19,М,21137596488720,679-723-842 81,"клх Чикола, наб. Рязанская, д. 101 стр. 18, 219244",8 330 297 39 95
1623,Лазарева,Фирс,Даниловна,1956-05-17,Ж,74033921328390,684-005-156 39,"г. Ковров, алл. Фрунзе, д. 20, 303422",8 (995) 182-4325
1624,Шашкова,Нестор,Игоревич,1937-07-05,М,94846455699033,654-531-574 34,"к. Пятигорск, бул. Высоковольтный, д. 47 к. 72, 432061",+7 217 043 79 65
1625,Зайцев,Федосий,Еремеевич,1962-09-10,Ж,37241749097827,698-171-642 07,"с. Моздок, ул. Бажова, д. 8/9 стр. 3, 108165",8 (878) 711-9674
1626,Казакова,Селиверст,Филиппович,1981-11-10,Ж,31627970669995,515-403-289 26,"с. Назрань, ш. Плеханова, д. 7/9, 289461",+75545117559
1627,Зиновьев,Софон,Григорьевич,2007-04-01,Ж,21570956462956,723-085-544 36,"д. Кингисепп, наб. Леваневского, д. 888 к. 9/9, 849169",8 (157) 628-94-80
1628,Евсеев,Регина,Денисович,1964-11-12,Ж,51862647788093,676-617-720 02,"д. Клин, ул. Приморская, д. 501 стр. 1, 624440",+7 903 722 4724
1629,Петухов,Лазарь,Давидович,1942-09-15,М,56960580823006,799-284-639 55,"к. Змеиногорск, пр. Молодежный, д. 875, 119080",+77949051584
1630,Павлова,Станимир,Юльевич,1953-02-19,Ж,58120272581141,689-506-573 13,"г. Мыс Шмидта, алл. Вавилова, д. 3 к. 7/8, 190233",8 828 780 89 70
1631,Соколова,Алина,Владимировна,1977-07-14,М,72052917750863,927-769-843 11,"клх Баргузин, бул. Красина, д. 743 стр. 9/6, 041185",+7 (564) 231-6421
1632,Сидорова,Поликарп,Демьянович,1977-02-09,Ж,61087598607863,812-405-792 68,"д. Ковров, ш. Герцена, д. 760 к. 440, 195730",+7 974 652 4834
1633,Киселева,Евдоким,Игоревна,1947-01-26,М,14506453349569,240-138-598 64,"д. Александровск-Сахалинский, пер. Гайдара, д. 92 стр. 94, 432362",88259955114
1634,Быкова,Амос,Матвеевич,2006-07-06,Ж,40006794719912,011-162-820 55,"г. Шадринск, пер. Садовый, д. 89 стр. 197, 922105",8 121 999 75 25
1635,Мишина,Ипатий,Чеславович,1943-10-02,М,78835994472512,120-865-509 90,"г. Югорск, алл. Школьная, д. 9 к. 8, 634415",+7 361 240 36 01
1636,Субботина,Дорофей,Харитонович,2007-03-11,Ж,27091760240263,568-879-552 99,"г. Петушки, ш. Ленинградское, д. 7/8, 832387",8 (250) 834-0017
1637,Тарасов,Леонид,Филатович,1990-01-12,Ж,40038160603261,244-337-495 68,"с. Кингисепп, пр. Московский, д. 3/5 к. 3/6, 989686",+7 (055) 067-28-23
1638,Носов,Авксентий,Александровна,1967-08-03,М,52339199862770,287-489-282 31,"клх Чермоз, пер. Кубанский, д. 13 к. 6/6, 351749",8 468 467 19 47
1639,Устинова,Василий,Ефимьевич,1966-04-20,М,95161724053947,723-133-361 43,"с. Малоярославец, бул. Пархоменко, д. 2/2 стр. 4, 730334",+7 604 629 07 09
1640,Федосеев,Андрей,Артемьевич,1973-04-07,М,27552635405701,363-249-384 57,"д. Ржев, бул. Российский, д. 9 к. 15, 616171",+7 (271) 471-1856
1641,Трофимов,Милица,Авдеевич,1992-07-07,М,90661312129887,466-835-161 23,"клх Гатчина, пер. Геологический, д. 4/4, 090658",+7 (283) 009-46-34
1642,Якушева,Тарас,Артурович,1992-03-05,Ж,95596168914908,899-212-030 82,"клх Рубцовск, бул. Революции, д. 7, 569654",+7 (095) 822-75-04
1643,Игнатьев,Пантелеймон,Захарьевич,1987-04-16,Ж,70162998858491,658-491-441 68,"к. Иркутск, ш. Гончарова, д. 94 к. 1, 083892",+74900915422
1644,Сорокин,Федот,Феликсовна,1976-07-08,Ж,32307487453401,074-902-573 59,"д. Бийск, пр. Специалистов, д. 5/7 к. 4, 516499",8 (742) 701-8972
1645,Носкова,Захар,Вячеславовна,2003-07-13,М,58798066655248,853-034-686 73,"ст. Белорецк, ул. Интернациональная, д. 4 стр. 6/7, 372926",8 (761) 288-4414
1646,Сидоров,Модест,Даниилович,1966-12-02,М,60286908877578,735-944-634 28,"к. Соликамск, ш. Кузнецова, д. 70 к. 6/3, 359655",+7 (898) 001-76-96
1647,Фомичева,Никодим,Федотович,2003-06-09,Ж,15630759257977,668-000-273 13,"ст. Пятигорск, ул. Элеваторная, д. 6 к. 8, 523402",+7 199 064 36 97
1648,Фомичев,Оксана,Вадимовна,1974-03-21,Ж,47749205031827,369-219-167 71,"с. Чайковский, пр. Покровский, д. 428 к. 97, 789527",8 (690) 300-4512
1649,Лазарева,Пров,Филипповна,1949-04-29,М,67161370181107,355-278-451 27,"к. Кежма, пер. Одесский, д. 9 стр. 8/9, 156797",8 (086) 847-6259
1650,Романова,Олег,Филимонович,1957-12-16,М,33461789177102,037-864-118 94,"с. Буйнакск, пер. Крымский, д. 9/5 к. 9/7, 824698",8 (168) 551-31-27
1651,Калинина,Екатерина,Харитонович,1964-07-01,Ж,15281590436129,151-639-451 28,"п. Адлер, пер. Нижний, д. 2/2 стр. 9, 248343",+7 674 167 1239
1652,Богданова,Трофим,Геннадиевна,1949-05-17,Ж,39979688789972,437-243-675 23,"п. Снежинск, ул. Азина, д. 63, 130852",+77195353077
1653,Воронцова,Владислав,Юльевна,1951-09-05,Ж,87163457848399,741-353-123 46,"ст. Тобольск, пр. Клубный, д. 824, 010383",+7 (311) 297-9744
1654,Ларионов,Дементий,Чеславович,1993-09-17,Ж,96624282376637,883-130-667 12,"д. Поярково, пер. Сплавный, д. 93 стр. 56, 482739",8 481 661 4987
1655,Шубина,Ирина,Богданович,1939-02-25,Ж,82968292459094,721-556-325 25,"г. Дмитров, наб. Привокзальная, д. 93 стр. 540, 987313",+7 (125) 680-9634
1656,Новикова,Эрнест,Данилович,1992-01-04,М,59455701727853,987-457-364 14,"к. Адлер, пер. Тихий, д. 112, 210796",+7 (669) 020-5109
1657,Сафонова,Акулина,Герасимович,1960-07-26,М,82125285520298,135-283-388 28,"клх Ступино, ш. Фадеева, д. 7/4 стр. 623, 000004",8 835 241 50 76
1658,Терентьев,Гордей,Матвеевна,1964-05-10,Ж,35701916509298,065-152-701 27,"клх Галич, пер. Новостройка, д. 7/5, 495476",8 (192) 247-82-21
1659,Мартынова,Дарья,Данилович,1954-06-07,Ж,58807612927065,366-121-123 79,"к. Троицк (Моск.), алл. Тракторная, д. 95, 474412",+70438428833
1660,Федосеева,Милен,Робертовна,1946-01-14,М,15827024528592,344-633-211 19,"г. Борзя, пр. Тенистый, д. 79, 190107",8 237 855 67 12
1661,Кудряшов,Антонина,Евгеньевна,1941-09-16,М,16743021206632,673-958-948 32,"клх Приозерск, ул. Кедровая, д. 7/4 к. 759, 282331",8 (773) 649-33-54
1662,Вишняков,Ульян,Афанасьевич,1999-11-09,Ж,55795878066866,096-850-756 63,"п. Каменномостский, пер. Угольный, д. 801 стр. 9, 495660",+7 (562) 380-2555
1663,Силин,Устин,Афанасьевич,2001-02-11,М,94632951467470,237-561-904 24,"п. Междуреченский, ш. Революционное, д. 8/5 стр. 5/9, 839604",8 (318) 211-8148
1664,Шарапова,Мокей,Александрович,1993-01-23,М,18799634406088,247-922-297 83,"с. Холмск, бул. Байкальский, д. 99, 855327",8 (770) 550-37-18
1665,Алексеев,Феврония,Кузьминична,1987-06-08,Ж,24766590534975,744-510-159 84,"к. Красногорск (Моск.), ш. Зои Космодемьянской, д. 33 к. 279, 018643",8 716 170 2972
1666,Лебедева,Вышеслав,Антонович,1953-08-22,Ж,94554697261424,483-941-757 23,"г. Дзержинск, пр. Запорожский, д. 7 стр. 6, 737234",+7 (382) 389-25-65
1667,Титова,Ипполит,Феликсович,1987-04-02,Ж,37682874259437,359-181-580 84,"с. Яр-Сале, бул. Алтайский, д. 4/9 к. 3/5, 359221",8 933 753 61 43
1668,Александров,Никифор,Валериевна,1985-12-04,Ж,37688240919412,295-470-348 99,"д. Кабанск, бул. Некрасова, д. 98 к. 81, 494598",8 739 211 21 96
1669,Кузьмин,Спиридон,Фролович,1960-12-10,М,00102927182290,944-675-075 04,"клх Данков, алл. Калужская, д. 2/5 стр. 816, 964506",8 (614) 611-77-69
1670,Симонов,Фортунат,Глебович,1946-06-08,М,10989839739527,367-413-045 04,"клх Кырен, ш. Кузнецкое, д. 48, 390071",+7 (659) 106-1835
1671,Сафонова,Милан,Дорофеевич,1994-10-24,Ж,94471079235955,107-254-570 27,"г. Миасс, пр. Карьерный, д. 98 к. 34, 310846",+7 759 265 99 38
1672,Дмитриева,Ярослав,Степановна,1996-05-31,М,88858828188966,727-185-081 46,"ст. Улан-Удэ, пер. Пионерский, д. 8, 633928",+7 (981) 186-24-38
1673,Соловьев,Ия,Святославовна,1948-05-30,Ж,18038650306665,575-184-238 14,"с. Пинега, алл. Придорожная, д. 95 к. 360, 377994",8 054 952 2249
1674,Гусева,Дарья,Терентьевич,1998-06-11,Ж,94220585927751,309-373-297 29,"г. Истра, алл. Николаева, д. 581 стр. 4/6, 066654",+7 791 370 5711
1675,Логинова,Игнатий,Юльевна,1958-01-08,Ж,72356625783216,844-565-520 13,"г. Норильск, ш. Одесское, д. 2/5 к. 820, 277719",+7 016 460 82 82
1676,Тетерина,Вениамин,Константиновна,1958-05-05,Ж,72657552932767,330-229-308 48,"клх Верхний Уфалей, пр. Кооперативный, д. 3/2, 494202",8 (818) 325-24-48
1677,Лаврентьева,Милан,Гертрудович,1949-05-19,М,72682155671920,124-844-171 54,"ст. Черский, ул. Нагорная, д. 9/4 к. 452, 993726",89519132058
1678,Юдин,Ермил,Рудольфовна,2002-04-24,Ж,48580482764233,693-909-147 20,"д. Быково (метеост.), наб. Макарова, д. 97, 105673",+7 (806) 652-5670
1679,Зимин,Ольга,Марсович,1963-01-29,М,43535650267153,455-740-449 92,"г. Балашов, пер. Привольный, д. 1/9 стр. 9/1, 186567",+7 (856) 488-0012
1680,Кулагин,Надежда,Демидович,1940-03-15,М,53215963604024,517-194-945 28,"к. Киржач, пер. Морозова, д. 610, 822753",+79587567443
1681,Константинов,Емельян,Владиленович,1959-12-17,Ж,50324677817322,657-114-187 34,"с. Тольятти, алл. Максима Горького, д. 8 к. 4, 201711",+7 423 081 83 72
1682,Кулакова,Татьяна,Святославовна,1987-02-26,Ж,03463178902367,396-369-969 17,"г. Волоколамск, бул. Физкультурный, д. 4 к. 32, 974028",+7 (316) 430-35-90
1683,Степанов,Ульян,Артёмович,2005-04-18,М,10210502538120,446-979-559 36,"к. Новая Игирма, ш. Славянское, д. 980 к. 6, 486348",8 (183) 295-06-08
1684,Котова,Вацлав,Анисимович,2003-08-24,Ж,45276198802427,434-184-243 50,"ст. Люберцы, наб. Инженерная, д. 9/4 стр. 385, 934737",+7 (577) 306-38-55
1685,Анисимова,Любовь,Тарасович,1944-09-19,Ж,90806342587977,262-576-229 78,"д. Шерегеш, пер. Болотный, д. 6, 372420",+7 929 969 5280
1686,Лебедева,Андрей,Харлампьевич,1997-10-20,Ж,18815858227935,625-591-654 34,"г. Элиста, пр. Курганный, д. 29 стр. 228, 018013",8 (052) 063-5724
1687,Горшков,Куприян,Евстигнеевич,1939-09-22,М,48902177207447,227-643-911 72,"ст. Светлогорск (Калин.), ул. Элеваторная, д. 1/5 к. 6, 897872",8 196 971 68 77
1688,Носова,Мечислав,Евсеевич,1951-07-26,М,18476297494979,161-710-276 30,"ст. Ярославль, пр. Космический, д. 345 к. 21, 437574",8 766 542 09 86
1689,Симонов,Никифор,Филипповна,1974-03-30,М,50707318144210,209-016-744 36,"к. Камышин, наб. Полярная, д. 1 стр. 9/6, 813524",8 247 021 77 02
1690,Нестеров,Егор,Альбертовна,1968-01-05,Ж,69779109922089,695-825-174 91,"к. Холмогоры, наб. Орловская, д. 7, 581195",+7 (361) 377-53-42
1691,Копылов,Милован,Георгиевна,1946-09-12,Ж,25368586433114,593-920-770 83,"г. Рыльск, наб. Фестивальная, д. 1/9, 145483",+7 386 065 5128
1692,Фролов,Влас,Арсеньевич,2007-04-11,Ж,40766739049078,243-361-606 30,"д. Когалым, ш. Кошевого, д. 14 к. 4/9, 466117",+79538767989
1693,Мясников,Агафья,Фадеевич,1976-08-30,Ж,43312547560800,793-762-241 41,"ст. Домодедово, ул. Журавлева, д. 4 к. 4/4, 020672",+7 (827) 814-6967
1694,Симонов,Рюрик,Артурович,1976-01-30,М,98386488788738,129-465-760 24,"к. Поронайск, ул. Ростовская, д. 7 стр. 566, 174890",80130287833
1695,Марков,Анжела,Ануфриевич,1993-06-17,М,71467031286913,214-752-528 43,"ст. Кабанск, алл. Кирпичная, д. 1/6, 757804",8 (994) 126-42-88
1696,Шашков,Ферапонт,Филимонович,1942-06-21,Ж,53268667901686,181-476-222 14,"г. Чайковский, алл. Глинки, д. 6/4 к. 70, 739544",8 (556) 825-42-77
1697,Мишина,Владилен,Артемовна,1980-11-30,М,51687700184845,648-035-676 11,"к. Белоярский, пер. 8-е Марта, д. 34 к. 62, 861817",+7 (143) 090-2068
1698,Степанов,Фадей,Григорьевич,1993-09-05,М,91248971373887,240-024-324 05,"д. Верхнее Пенжино, алл. Коммунистическая, д. 481, 972417",+72265488510
1699,Соболев,Август,Валерьянович,1944-01-28,М,13340781426632,759-348-755 35,"д. Северобайкальск, бул. Спартака, д. 42 стр. 7/5, 974224",+71753967753
1700,Шарапов,Всеслав,Валерианович,1936-07-02,М,27358107902475,670-770-214 74,"ст. Асино, бул. Абрикосовый, д. 53, 993184",8 754 317 0678
1701,Карпов,Никандр,Чеславович,1993-05-08,Ж,06968799286308,253-900-543 16,"к. Белогорск (Амур.), ш. Волгоградское, д. 52 к. 766, 640646",+7 (788) 663-80-03
1702,Карпов,Василий,Георгиевич,1999-08-11,Ж,58780776775831,312-978-552 96,"д. Усть-Баргузин, ш. Макаренко, д. 613 стр. 5, 405416",+7 (558) 081-78-69
1703,Лыткин,Самсон,Константиновна,1955-10-05,Ж,88736051103535,839-952-580 00,"г. Тула, ш. Речное, д. 4/4, 665937",+7 (501) 038-0061
1704,Маслова,Эдуард,Игнатьевич,2003-08-08,М,73019244189234,822-247-155 15,"клх Ершов, ш. Ватутина, д. 9 стр. 9, 119690",+7 (138) 686-11-83
1705,Степанова,Лев,Наумовна,2003-06-17,М,52712904240827,461-981-644 33,"г. Шереметьево, ул. Речная, д. 3/2, 904104",+7 633 147 6730
1706,Комаров,Марина,Геннадиевна,1949-07-25,Ж,64619158530896,746-319-452 36,"д. Алдан, пр. Линейный, д. 6/5, 844126",+7 (262) 376-3459
1707,Гуляев,Гремислав,Феликсович,1963-04-13,Ж,53522774807666,096-545-925 44,"с. Рыбинск, алл. Строителей, д. 82 к. 58, 610059",+78270690871
1708,Субботина,Еремей,Афанасьевич,1998-04-04,М,28580208206460,288-368-578 60,"ст. Троицк (Моск.), наб. Владимирская, д. 99, 869675",+7 446 430 7720
1709,Сысоева,Руслан,Ильинична,2005-03-10,Ж,02827398099889,537-747-693 04,"г. Новый Уренгой, бул. Тамбовский, д. 9/5 стр. 1/1, 425188",8 890 550 77 88
1710,Назаров,Зосима,Васильевна,1985-10-05,Ж,09181498350265,287-905-973 07,"д. Выборг, пер. Загородный, д. 60, 541003",+7 699 621 39 23
